2026-03-06 15:29:47,677 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:30:21,356 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:30:21,358 - minisweagent - INFO - Running on 1 instances...
2026-03-06 15:30:21,359 - minisweagent - INFO - Building agent config from specs: config/swebench.yaml
2026-03-06 15:34:37,487 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:34:37,488 - minisweagent - INFO - Running on 1 instances...
2026-03-06 15:34:37,489 - minisweagent - INFO - Building agent config from specs: config/swebench.yaml
2026-03-06 15:37:01,238 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:37:01,239 - minisweagent - INFO - Running on 1 instances...
2026-03-06 15:37:01,240 - minisweagent - INFO - Building agent config from specs: config/swebench.yaml
2026-03-06 15:39:13,751 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:39:13,753 - minisweagent - INFO - Running on 1 instances...
2026-03-06 15:39:13,754 - minisweagent - INFO - Building agent config from specs: /home/jinjunhuang/RTBench/RTBench/demo/mini-swe-agent/src/minisweagent/config/benchmarks/swebench.yaml
2026-03-06 15:41:27,681 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:41:27,683 - minisweagent - INFO - Running on 1 instances...
2026-03-06 15:41:55,887 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:41:55,889 - minisweagent - INFO - Running on 1 instances...
2026-03-06 15:41:55,890 - minisweagent - INFO - Building agent config from specs: /home/jinjunhuang/RTBench/RTBench/demo/mini-swe-agent/src/minisweagent/config/benchmarks/swebench.yaml
2026-03-06 15:42:38,900 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:42:38,901 - minisweagent - INFO - Running on 1 instances...
2026-03-06 15:42:38,902 - minisweagent - INFO - Building agent config from specs: ['/home/jinjunhuang/RTBench/RTBench/demo/mini-swe-agent/src/minisweagent/config/benchmarks/swebench.yaml']
2026-03-06 15:42:43,557 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-d7a0129d -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-0:v1 sleep 2h
2026-03-06 15:42:44,553 - minisweagent.environment - INFO - Started container minisweagent-d7a0129d with ID 9812937c0c4022564b5d8a3aee43a366d46cabe8692b562883ab0b3b4859f87d
2026-03-06 15:50:56,049 - minisweagent - INFO - Saved trajectory to 'results/RTbench_deepseek-chat_minisweagent/0/0.traj.json'
2026-03-06 15:59:33,166 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 15:59:33,168 - minisweagent - INFO - Skipping 1 existing instances
2026-03-06 15:59:33,168 - minisweagent - INFO - Running on 0 instances...
2026-03-06 15:59:33,169 - minisweagent - INFO - Building agent config from specs: ['/home/jinjunhuang/RTBench/RTBench/demo/mini-swe-agent/src/minisweagent/config/benchmarks/swebench.yaml']
2026-03-06 16:04:24,887 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 16:04:24,888 - minisweagent - INFO - Skipping 1 existing instances
2026-03-06 16:04:24,889 - minisweagent - INFO - Running on 0 instances...
2026-03-06 16:04:24,889 - minisweagent - INFO - Building agent config from specs: ['/home/jinjunhuang/RTBench/RTBench/demo/mini-swe-agent/src/minisweagent/config/benchmarks/swebench.yaml']
2026-03-06 16:04:54,923 - minisweagent - INFO - Instance filter: 56 -> 1 instances
2026-03-06 16:04:54,925 - minisweagent - INFO - Running on 1 instances...
2026-03-06 16:04:54,926 - minisweagent - INFO - Building agent config from specs: ['/home/jinjunhuang/RTBench/RTBench/demo/mini-swe-agent/src/minisweagent/config/benchmarks/swebench.yaml']
2026-03-06 16:04:58,980 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-8d6d26ca -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-0:v1 sleep 2h
2026-03-06 16:04:59,765 - minisweagent.environment - INFO - Started container minisweagent-8d6d26ca with ID 24e7e97c398ca9cb579826e863c403c70fb984234407c1f23f2360338c908444
2026-03-06 16:12:01,524 - minisweagent - INFO - Saved trajectory to 'results/RTbench_deepseek-chat_minisweagent/0/0.traj.json'
2026-03-06 16:23:00,780 - minisweagent - INFO - Instance filter: 56 -> 2 instances
2026-03-06 16:23:00,781 - minisweagent - INFO - Skipping 1 existing instances
2026-03-06 16:23:00,782 - minisweagent - INFO - Running on 2 instances...
2026-03-06 16:23:00,782 - minisweagent - INFO - Building agent config from specs: ['/home/jinjunhuang/RTBench/RTBench/demo/mini-swe-agent/src/minisweagent/config/benchmarks/swebench.yaml']
2026-03-06 16:23:04,674 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-e3d711b9 -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-1:v1 sleep 2h
2026-03-06 16:23:05,429 - minisweagent.environment - INFO - Started container minisweagent-e3d711b9 with ID abad9f675bbb5f0316903cdf0a9c6d943f580a843f58e84877e65191de18eee3
2026-03-06 16:40:03,554 - minisweagent - INFO - Saved trajectory to 'results/RTbench_deepseek-chat_minisweagent/1/1.traj.json'
2026-03-06 16:40:03,563 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-d3283b0d -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-2:v1 sleep 2h
2026-03-06 16:40:04,323 - minisweagent.environment - INFO - Started container minisweagent-d3283b0d with ID 94743bb12a32026518004efcbd437f675385d4a0a20812a5ca741266b2a3c762
2026-03-06 16:53:15,950 - minisweagent - INFO - Saved trajectory to 'results/RTbench_deepseek-chat_minisweagent/2/2.traj.json'
2026-03-06 16:55:21,780 - minisweagent - INFO - Instance filter: 56 -> 29 instances
2026-03-06 16:55:21,781 - minisweagent - INFO - Skipping 3 existing instances
2026-03-06 16:55:21,782 - minisweagent - INFO - Running on 29 instances...
2026-03-06 16:55:21,782 - minisweagent - INFO - Building agent config from specs: ['/home/jinjunhuang/RTBench/RTBench/demo/mini-swe-agent/src/minisweagent/config/benchmarks/swebench.yaml']
2026-03-06 16:55:25,663 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-91cb6ade -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-6:v1 sleep 2h
2026-03-06 16:55:25,665 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-751db3d8 -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-9:v1 sleep 2h
2026-03-06 16:55:25,670 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-6095bdd9 -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-11:v1 sleep 2h
2026-03-06 16:55:25,670 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-0229b86a -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-10:v1 sleep 2h
2026-03-06 16:55:25,671 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-38fc358c -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-13:v1 sleep 2h
2026-03-06 16:55:25,671 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-dfbb6dab -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-7:v1 sleep 2h
2026-03-06 16:55:27,050 - minisweagent.environment - INFO - Started container minisweagent-751db3d8 with ID f480982a541e399c24be2408d68a0a8e047dbe51f47d7b1c4688f9a0b223f48c
2026-03-06 16:55:27,272 - minisweagent.environment - INFO - Started container minisweagent-6095bdd9 with ID b3bf08dc1364e3fa512c34c4ff3ffb933134397874bb54329d2bc4c33f90f3b3
2026-03-06 16:55:27,972 - minisweagent.environment - INFO - Started container minisweagent-91cb6ade with ID a21f6d57dfbd6d45ac2f0c7e98210ca8b128cd2649c4153eeb7c6521e861d15d
2026-03-06 16:55:27,981 - minisweagent.environment - INFO - Started container minisweagent-dfbb6dab with ID a3081d09d9a24145dca62139914dd2adaad0a677851078a82493fa9c429e5842
2026-03-06 16:55:27,991 - minisweagent.environment - INFO - Started container minisweagent-38fc358c with ID 28fca3ee1f09d4d958ce582d63d4e8fc5df0d4d195b51da20ad1e8d7cc161bfc
2026-03-06 16:55:28,003 - minisweagent.environment - INFO - Started container minisweagent-0229b86a with ID 54aa485e5dbb2bc8dd1d5e1b9fa13c4da3669151b89b14ea3c11385e057c8934
2026-03-06 17:00:35,711 - minisweagent - INFO - Saved trajectory to 'results/RTbench_deepseek-chat_minisweagent/11/11.traj.json'
2026-03-06 17:00:35,720 - minisweagent.environment - DEBUG - Starting container with command: docker run -d --name minisweagent-efd2c880 -w /workspace/vllm-project/vllm --rm rtbench-instance-vllm-14:v1 sleep 2h
2026-03-06 17:00:36,421 - minisweagent.environment - INFO - Started container minisweagent-efd2c880 with ID 37eb6e4e5f17e571d5a0d3b48b5f45714d92a407093c9520bb9750ae28b23128
